0	0	0
0	0.00311921	0
0	0.00623842	0
0	0.00935764	0
0	0.0124768	0
0	0.0155961	0
0	0.0187153	0
0	0.0218345	0
0	0.0249537	0
0	0.0280729	0
0	0.0311921	0
0	0.0343113	0
0	0.0374305	0
0	0.0405498	0
0	0.043669	0
0	0.0467882	0
0	0.0499074	0
0	0.0530266	0
0	0.0561458	0
0	0.059265	0
0	0.0623842	0
0	0.0655035	0
0	0.0686227	0
0	0.0717419	0
0	0.0748611	0
0	0.0779803	0
0	0.0810995	0
0	0.0842187	0
0	0.0873379	0
0	0.0904572	0
0	0.0935764	0
0	0.0966956	0
0	0.0998148	0
0	0.102934	0
0	0.106053	0
0	0.109172	0
0	0.112292	0
0	0.115411	0
0	0.11853	0
0	0.121649	0
0	0.124768	0
0	0.127888	0
0	0.131007	0
0	0.134126	0
0	0.137245	0
0	0.140365	0
0	0.143484	0
0	0.146603	0
0	0.149722	0
0	0.152841	0
0	0.155961	0
0	0.15908	0
0	0.162199	0
0	0.165318	0
0	0.168437	0
0	0.171557	0
0	0.174676	0
0	0.177795	0
0	0.180914	0
0	0.184034	0
0	0.187153	0
0	0.190272	0
0	0.193391	0
0	0.19651	0
0	0.19963	0
0	0.202749	0
0	0.205868	0
0	0.208987	0
0	0.212106	0
0	0.215226	0
0	0.218345	0
0	0.221464	0
0	0.224583	0
0	0.227703	0
0	0.230822	0
0	0.233941	0
0	0.23706	0
0	0.240179	0
0	0.243299	0
0	0.246418	0
0	0.249537	0
0	0.252656	0
0	0.255775	0
0	0.258895	0
0	0.262014	0
0	0.265133	0
0	0.268252	0
0	0.271371	0
0	0.274491	0
0	0.27761	0
0	0.280729	0
0	0.283848	0
0	0.286968	0
0	0.290087	0
0	0.293206	0
0	0.296325	0
0	0.299444	0
0	0.302564	0
0	0.305683	0
0	0.308802	0
0	0.311921	0
0	0.31504	0
0	0.31816	0
0	0.321279	0
0	0.324398	0
0	0.327517	0
0	0.330637	0
0	0.333756	0
0	0.336875	0
0	0.339994	0
0	0.343113	0
0	0.346233	0
0	0.349352	0
0	0.352471	0
0	0.35559	0
0	0.358709	0
0	0.361829	0
0	0.364948	0
0	0.368067	0
0	0.371186	0
0	0.374305	0
0	0.377425	0
0	0.380544	0
0	0.383663	0
0	0.386782	0
0	0.389902	0
0	0.393021	0
0	0.39614	0
0	0.399259	0
0	0.402378	0
0	0.405498	0
0	0.408617	0
0	0.411736	0
0	0.414855	0
0	0.417974	0
0	0.421094	0
0	0.424213	0
0	0.427332	0
0	0.430451	0
0	0.433571	0
0	0.43669	0
0	0.439809	0
0	0.442928	0
0	0.446047	0
0	0.449167	0
0	0.452286	0
0	0.455405	0
0	0.458524	0
0	0.461643	0
0	0.464763	0
0	0.467882	0
0	0.471001	0
0	0.47412	0
0	0.477239	0
0	0.480359	0
0	0.483478	0
0	0.486597	0
0	0.489716	0
0	0.492836	0
0	0.495955	0
0	0.499074	0
0	0.502193	0
0	0.505312	0
0	0.508432	0
0	0.511551	0
0	0.51467	0
0	0.517789	0
0	0.520908	0
0	0.524028	0
0	0.527147	0
0	0.530266	0
0	0.533385	0
0	0.536505	0
0	0.539624	0
0	0.542743	0
0	0.545862	0
0	0.548981	0
0	0.552101	0
0	0.55522	0
0	0.558339	0
0	0.561458	0
0	0.564577	0
0	0.567697	0
0	0.570816	0
0	0.573935	0
0	0.577054	0
0	0.580174	0
0	0.583293	0
0	0.586412	0
0	0.589531	0
0	0.59265	0
0	0.59577	0
0	0.598889	0
0	0.602008	0
0	0.605127	0
0	0.608246	0
0	0.611366	0
0	0.614485	0
0	0.617604	0
0	0.620723	0
0	0.623842	0
0	0.626962	0
0	0.630081	0
0	0.6332	0
0	0.636319	0
0	0.639439	0
0	0.642558	0
0	0.645677	0
0	0.648796	0
0	0.651915	0
0	0.655035	0
0	0.658154	0
0	0.661273	0
0	0.664392	0
0	0.667511	0
0	0.670631	0
0	0.67375	0
0	0.676869	0
0	0.679988	0
0	0.683108	0
0	0.686227	0
0	0.689346	0
0	0.692465	0
0	0.695584	0
0	0.698704	0
0	0.701823	0
0	0.704942	0
0	0.708061	0
0	0.71118	0
0	0.7143	0
0	0.717419	0
0	0.720538	0
0	0.723657	0
0	0.726776	0
0	0.729896	0
0	0.733015	0
0	0.736134	0
0	0.739253	0
0	0.742373	0
0	0.745492	0
0	0.748611	0
0	0.75173	0
0	0.754849	0
0	0.757969	0
0	0.761088	0
0	0.764207	0
0	0.767326	0
0	0.770445	0
0	0.773565	0
0	0.776684	0
0	0.779803	0
0	0.782922	0
0	0.786042	0
0	0.789161	0
0	0.79228	0
0	0.795399	0
0	0.798518	0
0	0.801638	0
0	0.804757	0
0	0.807876	0
0	0.810995	0
0	0.814114	0
0	0.817234	0
0	0.820353	0
0	0.823472	0
0	0.826591	0
0	0.82971	0
0	0.83283	0
0	0.835949	0
0	0.839068	0
0	0.842187	0
0	0.845307	0
0	0.848426	0
0	0.851545	0
0	0.854664	0
0	0.857783	0
0	0.860903	0
0	0.864022	0
0	0.867141	0
0	0.87026	0
0	0.873379	0
0	0.876499	0
0	0.879618	0
0	0.882737	0
0	0.885856	0
0	0.888976	0
0	0.892095	0
0	0.895214	0
0	0.898333	0
0	0.901452	0
0	0.904572	0
0	0.907691	0
0	0.91081	0
0	0.913929	0
0	0.917048	0
0	0.920168	0
0	0.923287	0
0	0.926406	0
0	0.929525	0
0	0.932645	0
0	0.935764	0
0	0.938883	0
0	0.942002	0
0	0.945121	0
0	0.948241	0
0	0.95136	0
0	0.954479	0
0	0.957598	0
0	0.960717	0
0	0.963837	0
0	0.966956	0
0	0.970075	0
0	0.973194	0
0	0.976313	0
0	0.979433	0
0	0.982552	0
0	0.985671	0
0	0.98879	0
0	0.99191	0
0	0.995029	0
0	0.998148	0
0.00311921	0	0
0.00311921	0.00311921	3.04644e-05
0.00311921	0.00623842	6.09259e-05
0.00311921	0.00935764	9.13816e-05
0.00311921	0.0124768	0.000121828
0.00311921	0.0155961	0.000152264
0.00311921	0.0187153	0.000182684
0.00311921	0.0218345	0.000213087
0.00311921	0.0249537	0.00024347
0.00311921	0.0280729	0.000273829
0.00311921	0.0311921	0.000304162
0.00311921	0.0343113	0.000334466
0.00311921	0.0374305	0.000364737
0.00311921	0.0405498	0.000394974
0.00311921	0.043669	0.000425172
0.00311921	0.0467882	0.00045533
0.00311921	0.0499074	0.000485444
0.00311921	0.0530266	0.000515512
0.00311921	0.0561458	0.000545529
0.00311921	0.059265	0.000575495
0.00311921	0.0623842	0.000605405
0.00311921	0.0655035	0.000635258
0.00311921	0.0686227	0.000665049
0.00311921	0.0717419	0.000694776
0.00311921	0.0748611	0.000724437
0.00311921	0.0779803	0.000754028
0.00311921	0.0810995	0.000783546
0.00311921	0.0842187	0.00081299
0.00311921	0.0873379	0.000842355
0.00311921	0.0904572	0.000871639
0.00311921	0.0935764	0.00090084
0.00311921	0.0966956	0.000929954
0.00311921	0.0998148	0.000958979
0.00311921	0.102934	0.000987912
0.00311921	0.106053	0.00101675
0.00311921	0.109172	0.00104549
0.00311921	0.112292	0.00107413
0.00311921	0.115411	0.00110267
0.00311921	0.11853	0.0011311
0.00311921	0.121649	0.00115942
0.00311921	0.124768	0.00118763
0.00311921	0.127888	0.00121573
0.00311921	0.131007	0.00124371
0.00311921	0.134126	0.00127157
0.00311921	0.137245	0.00129931
0.00311921	0.140365	0.00132692
0.00311921	0.143484	0.00135441
0.00311921	0.146603	0.00138176
0.00311921	0.149722	0.00140899
0.00311921	0.152841	0.00143608
0.00311921	0.155961	0.00146303
0.00311921	0.15908	0.00148984
0.00311921	0.162199	0.0015165
0.00311921	0.165318	0.00154303
