0 0 0
0 0.0156326 0
0 0.0312653 0
0 0.0468979 0
0 0.0625305 0
0 0.0781632 0
0 0.0937958 0
0 0.109428 0
0 0.125061 0
0 0.140694 0
0 0.156326 0
0 0.171959 0
0 0.187592 0
0 0.203224 0
0 0.218857 0
0 0.234489 0
0 0.250122 0
0 0.265755 0
0 0.281387 0
0 0.29702 0
0 0.312653 0
0 0.328285 0
0 0.343918 0
0 0.359551 0
0 0.375183 0
0 0.390816 0
0 0.406448 0
0 0.422081 0
0 0.437714 0
0 0.453346 0
0 0.468979 0
0 0.484612 0
0 0.500244 0
0 0.515877 0
0 0.53151 0
0 0.547142 0
0 0.562775 0
0 0.578407 0
0 0.59404 0
0 0.609673 0
0 0.625305 0
0 0.640938 0
0 0.656571 0
0 0.672203 0
0 0.687836 0
0 0.703468 0
0 0.719101 0
0 0.734734 0
0 0.750366 0
0 0.765999 0
0 0.781632 0
0 0.797264 0
0 0.812897 0
0 0.82853 0
0 0.844162 0
0 0.859795 0
0 0.875427 0
0 0.89106 0
0 0.906693 0
0 0.922325 0
0 0.937958 0
0 0.953591 0
0 0.969223 0
0 0.984856 0
0.0156326 0 0
0.0156326 0.0156326 0.000709897
0.0156326 0.0312653 0.00141808
0.0156326 0.0468979 0.00212285
0.0156326 0.0625305 0.00282249
0.0156326 0.0781632 0.00351533
0.0156326 0.0937958 0.0041997
0.0156326 0.109428 0.00487393
0.0156326 0.125061 0.00553641
0.0156326 0.140694 0.00618555
0.0156326 0.156326 0.00681976
0.0156326 0.171959 0.00743753
0.0156326 0.187592 0.00803737
0.0156326 0.203224 0.00861782
0.0156326 0.218857 0.00917749
0.0156326 0.234489 0.00971503
0.0156326 0.250122 0.0102291
0.0156326 0.265755 0.0107186
0.0156326 0.281387 0.0111822
0.0156326 0.29702 0.0116188
0.0156326 0.312653 0.0120274
0.0156326 0.328285 0.0124071
0.0156326 0.343918 0.0127568
0.0156326 0.359551 0.0130757
0.0156326 0.375183 0.0133631
0.0156326 0.390816 0.0136183
0.0156326 0.406448 0.0138406
0.0156326 0.422081 0.0140296
0.0156326 0.437714 0.0141847
0.0156326 0.453346 0.0143056
0.0156326 0.468979 0.014392
0.0156326 0.484612 0.0144438
0.0156326 0.500244 0.0144606
0.0156326 0.515877 0.0144427
0.0156326 0.53151 0.0143899
0.0156326 0.547142 0.0143024
0.0156326 0.562775 0.0141804
0.0156326 0.578407 0.0140242
0.0156326 0.59404 0.0138342
0.0156326 0.609673 0.0136108
0.0156326 0.625305 0.0133546
0.0156326 0.640938 0.0130662
0.0156326 0.656571 0.0127463
0.0156326 0.672203 0.0123956
0.0156326 0.687836 0.0120151
0.0156326 0.703468 0.0116056
0.0156326 0.719101 0.0111681
0.0156326 0.734734 0.0107037
0.0156326 0.750366 0.0102134
0.0156326 0.765999 0.00969858
0.0156326 0.781632 0.00916033
0.0156326 0.797264 0.00859999
0.0156326 0.812897 0.00801891
0.0156326 0.82853 0.00741849
0.0156326 0.844162 0.00680018
0.0156326 0.859795 0.00616548
0.0156326 0.875427 0.00551591
0.0156326 0.89106 0.00485303
0.0156326 0.906693 0.00417846
0.0156326 0.922325 0.0034938
0.0156326 0.937958 0.00280072
0.0156326 0.953591 0.00210089
0.0156326 0.969223 0.00139599
0.0156326 0.984856 0.00068773
0.0312653 0 0
0.0312653 0.0156326 0.00139708
0.0312653 0.0312653 0.00279079
0.0312653 0.0468979 0.00417777
0.0312653 0.0625305 0.00555467
0.0312653 0.0781632 0.00691818
0.0312653 0.0937958 0.00826501
0.0312653 0.109428 0.00959191
0.0312653 0.125061 0.0108957
0.0312653 0.140694 0.0121732
0.0312653 0.156326 0.0134213
0.0312653 0.171959 0.0146371
0.0312653 0.187592 0.0158176
0.0312653 0.203224 0.0169599
0.0312653 0.218857 0.0180613
0.0312653 0.234489 0.0191192
0.0312653 0.250122 0.020131
0.0312653 0.265755 0.0210942
0.0312653 0.281387 0.0220066
0.0312653 0.29702 0.0228659
0.0312653 0.312653 0.02367
0.0312653 0.328285 0.0244171
0.0312653 0.343918 0.0251053
0.0312653 0.359551 0.025733
0.0312653 0.375183 0.0262986
0.0312653 0.390816 0.0268008
0.0312653 0.406448 0.0272383
0.0312653 0.422081 0.0276102
0.0312653 0.437714 0.0279155
0.0312653 0.453346 0.0281535
0.0312653 0.468979 0.0283236
0.0312653 0.484612 0.0284253
0.0312653 0.500244 0.0284586
0.0312653 0.515877 0.0284232
0.0312653 0.53151 0.0283193
0.0312653 0.547142 0.0281471
0.0312653 0.562775 0.027907
0.0312653 0.578407 0.0275996
0.0312653 0.59404 0.0272256
0.0312653 0.609673 0.026786
0.0312653 0.625305 0.0262818
